id,sentence,score,learning_value,tags
846,"Oude meubels, matrassen en grote elektrische apparaten mag u niet zomaar buiten zetten.",90,Past tense (storytelling); Negation pattern; Modal verb (1); Negation: niet; 2nd person formal (U),SENTENCE_TYPE.Negative-declarative | TENSE.Imperfectum | MODAL.mogen | VERBCLUSTER.modal-inf | PRONOUN.2sg-formal-u | NEGATION.niet | MODALITY.Deontic-permission | CONNECTOR.en-additive
330,Pieter Misschien moet je even op die grote knop drukken?,89,Present tense (most frequent); Question form (conversation); Modal verb (1); Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | PRONOUN.2sg-informal | PARTICLE.even | MODALITY.Deontic-obligation | DISCOURSE.Informal-register
618,Hoe wil je het hebben?,89,Present tense (most frequent); Question form (conversation); Modal verb (1); Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | ARTICLE.Het | PRONOUN.2sg-informal | DISCOURSE.Informal-register | DISCOURSE.Indirect-request
645,"Ivet Nou, maar ik moet wel een goede shampoo gebruiken, het is erg droog.",89,Perfect tense (exam essential); Modal verb (1); Conversation opener; 1st person singular; Modal + infinitive cluster,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | MODAL.moeten | VERBCLUSTER.modal-inf | ARTICLE.Het | PRONOUN.1sg | PARTICLE.maar | PARTICLE.nou | PARTICLE.wel | DEGREE.Intensifier | MODALITY.Deontic-obligation | CONNECTOR.maar-adversative | DISCOURSE.Backchannel-opener
250,"Omar Tja, je wilt natuurlijk 'ja' of 'nee' horen.",88,Present tense (most frequent); Modal verb (1); Informal register (daily conversation); Conversation opener; 2nd person informal (je),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | PRONOUN.2sg-informal | PARTICLE.natuurlijk | CONNECTOR.of-alternative | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
581,"Jeroen wil graag een maand door Azië reizen, maar dat lijkt me niets.",88,Present tense (most frequent); Negation pattern; Modal verb (1); 1st person singular; Modal + infinitive cluster,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | NP.Demonstrative | PRONOUN.1sg | PRONOUN.Indefinite | PARTICLE.maar | NEGATION.niets | SYNTAX.Subordinate-clause | CONNECTOR.maar-adversative | TOPIC.Travel-leisure
733,"Sven Nee, ik ga liever wandelen, ik wil geen risico's nemen.",88,Future tense; Negation pattern; Modal verb (1); Negation: geen; 1st person singular,SENTENCE_TYPE.Negative-declarative | TENSE.Futurum-gaan | MODAL.willen | VERBCLUSTER.modal-inf | VERBCLUSTER.gaan-inf | NP.Adjective-comparative | PRONOUN.1sg | NEGATION.geen | TOPIC.Travel-leisure
765,Via een app kunt u thuis rustig verder lezen.,88,Present tense (most frequent); Modal verb (1); Formal U register (official contexts); 2nd person formal (U); Modal + infinitive cluster,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | NP.Noun-compound | PRONOUN.2sg-formal-u | MODALITY.Epistemic-kan | DISCOURSE.Formal-register-u | TOPIC.Media-entertainment | TOPIC.Daily-life
1042,"Barbara Ja, maar ik kan niet wachten tot het écht zomer is. 00:00 Ivan praat met zijn zoon Jarek.",88,Present tense (most frequent); Negation pattern; Modal verb (1); Negation: niet; 1st person singular,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | ARTICLE.Het | PRONOUN.1sg | PRONOUN.3sg-masc | PARTICLE.maar | NEGATION.niet | MODALITY.Epistemic-kan | CONNECTOR.maar-adversative | TOPIC.Nature-environment
279,En Nederlanders begrijpen je echt niet als je een klank verkeerd uitspreekt.,87,Present tense (most frequent); Negation pattern; Negation: niet; Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register
502,En ik zal een cadeautje uit Nederland voor je meenemen.,87,Future tense; Modal verb (1); Informal register (daily conversation); 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-zullen | MODAL.zullen | VERBCLUSTER.modal-inf | VERB.Separable-verb | NP.Diminutive | NP.Noun-compound | PRONOUN.1sg | PRONOUN.2sg-informal | DISCOURSE.Informal-register
145,"Petra Hm, nou, dat lijkt me wel leuk, maar dat gaat niet.",86,Present tense (most frequent); Negation pattern; Negation: niet; Conversation opener; 1st person singular,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | PRONOUN.Relative-clause | PARTICLE.maar | PARTICLE.nou | PARTICLE.wel | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.maar-adversative | DISCOURSE.Backchannel-opener
392,Sinds wanneer droog jij je haar?,86,Present tense (most frequent); Wh-question (information seeking); Informal register (daily conversation); 2nd person informal (je); Topic: Daily-life,SENTENCE_TYPE.Wh-question | TENSE.Presens | PRONOUN.2sg-informal | PRONOUN.3sg-fem | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register | TOPIC.Daily-life
736,En verder... ik denk dat je vriend het Van Gogh Museum of het Stedelijk Museum ook wel mooi vindt.,86,Present tense (most frequent); Informal register (daily conversation); 1st person singular; 2nd person informal (je); Topic: Travel-leisure,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Demonstrative | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.wel | MODALITY.Epistemic-stance | SYNTAX.Subordinate-clause | CONNECTOR.of-alternative | DISCOURSE.Informal-register | DISCOURSE.Epistemic-stance | TOPIC.Travel-leisure | TOPIC.Relationships-family
768,"U kunt ook films, muziek en games lenen.",86,Present tense (most frequent); Modal verb (1); Formal U register (official contexts); 2nd person formal (U); Modal + infinitive cluster,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.2sg-formal-u | MODALITY.Epistemic-kan | CONNECTOR.en-additive | DISCOURSE.Formal-register-u
1020,"Barbara Ja, dit is echt geen weer om te fietsen.",86,Perfect tense (exam essential); Negation pattern; Negation: geen; Conversation opener; Te-infinitive (purpose/goal),SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | VERBCLUSTER.te-inf | CONNECTOR.om-te-purpose | NP.Demonstrative | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.geen | DISCOURSE.Backchannel-opener | TOPIC.Nature-environment | TOPIC.Travel-leisure
1046,"Jarek Pap, ik heb echt geen zin en de wedstrijd gaat vast niet door.",86,Present tense (most frequent); Negation pattern; Negation: niet; Negation: geen; 1st person singular,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | PRONOUN.1sg | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | NEGATION.geen | CONNECTOR.en-additive
344,Heb jij je was in de wasmachine gedaan?,85,Past tense (storytelling); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Topic: Daily-life,SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | TENSE.Plusquamperfectum | VERB.Reflexive | ARTICLE.De | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Daily-life | TOPIC.Housing-living
1153,Die ruik je niet en ze maken geen rommel.,85,Present tense (most frequent); Negation pattern; Negation: niet; Negation: geen; Informal register (daily conversation),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.2sg-informal | PRONOUN.3sg-fem | PRONOUN.3pl | NEGATION.niet | NEGATION.geen | CONNECTOR.en-additive | DISCOURSE.Informal-register
170,"Julie Goh, heb jij wel een beetje tijd voor jezelf, af en toe?",84,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); Conversation opener; 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | VERB.Reflexive | NP.Diminutive | PRONOUN.2sg-informal | DEGREE.Downtoner | CONNECTOR.en-additive | INFSTR.Contrastive-focus | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
700,Mijn vriend en ik zijn ook Ajaxsupporters.' Sport je vriend ook zoveel?,84,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | PRONOUN.3sg-masc | CONNECTOR.en-additive | DISCOURSE.Informal-register | TOPIC.Health | TOPIC.Relationships-family
993,"Als je op vakantie in Nederland gaat, moet je altijd rekening met slecht weer houden.",84,Present tense (most frequent); Modal verb (1); Informal register (daily conversation); 2nd person informal (je); Modal + infinitive cluster,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | NP.Noun-compound | PRONOUN.2sg-informal | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | TOPIC.Nature-environment | TOPIC.Travel-leisure | TOPIC.Finance-admin
422,Je hoeft ze niet in de kast te zetten.,83,Past tense (storytelling); Negation pattern; Modal verb (1); Negation: niet; Modal + infinitive cluster,SENTENCE_TYPE.Negative-declarative | TENSE.Imperfectum | MODAL.hoeven-neg | VERBCLUSTER.modal-inf | VERBCLUSTER.te-inf | ARTICLE.De | PRONOUN.3sg-fem | PRONOUN.3pl | NEGATION.niet | NEGATION.hoeven-neg
894,"In het begin vind je netwerken misschien lastig, maar het zal snel beter gaan.",83,Future tense; Modal verb (1); Informal register (daily conversation); 2nd person informal (je); Topic: Work-career,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-zullen | MODAL.zullen | ARTICLE.Het | NP.Adjective-comparative | PRONOUN.2sg-informal | PARTICLE.maar | MODALITY.Epistemic-adverbial | CONNECTOR.maar-adversative | DISCOURSE.Informal-register | TOPIC.Work-career
942,"Ik studeer nog, dus ik kan niet te veel werken.",83,Present tense (most frequent); Negation pattern; Modal verb (1); Negation: niet; 1st person singular,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.1sg | PARTICLE.nog | DEGREE.te-excess | NEGATION.niet | MODALITY.Epistemic-kan | CONNECTOR.dus-consecutive
948,Wanneer hoor ik iets van u?,83,Present tense (most frequent); Question form (conversation); Formal U register (official contexts); 1st person singular; 2nd person formal (U),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-formal-u | PRONOUN.Indefinite | SYNTAX.Subordinate-clause | DISCOURSE.Formal-register-u
1054,"Kom op Jarek, je gaat echt niet dood van wat regen.",82,Future tense; Negation pattern; Negation: niet; Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Negative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | PRONOUN.2sg-informal | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | INFSTR.Topicalization-fronting | DISCOURSE.Informal-register | TOPIC.Nature-environment
41,"Abel Oké, maar kijk je dan ook nooit een film?",81,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); Conversation opener; 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.maar | NEGATION.nooit | CONNECTOR.maar-adversative | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener | TOPIC.Media-entertainment
693,Op kantoor zit ik de hele dag achter een computer en dat is echt niet goed voor mijn humeur.,81,Present tense (most frequent); Negation pattern; Negation: niet; 1st person singular; Topic: Work-career,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.De | NP.Demonstrative | PRONOUN.1sg | PRONOUN.Relative-clause | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.en-additive | TOPIC.Work-career
374,Morgen kan onze monteur bij u langskomen.,80,Present tense (most frequent); Modal verb (1); Formal U register (official contexts); 2nd person formal (U); Modal + infinitive cluster,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.2sg-formal-u | PRONOUN.1pl | MODALITY.Epistemic-kan | DISCOURSE.Formal-register-u | TOPIC.Housing-living
589,"Mirjam Oei, ik bedenk ineens dat ik de kapper nog niet heb gebeld!",80,Perfect tense (exam essential); Negation pattern; Negation: niet; 1st person singular; Topic: Daily-life,SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | ARTICLE.De | NP.Demonstrative | PRONOUN.1sg | PARTICLE.nog | NEGATION.niet | SYNTAX.Subordinate-clause | TOPIC.Daily-life
677,Was je als kind al zo sportief?,80,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Particles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.al | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register | TOPIC.Relationships-family
705,"Hij heeft niet zoveel discipline als ik, maar hij is wel veel relaxter!'",79,Present tense (most frequent); Negation pattern; Negation: niet; 1st person singular; Particles (2),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.3sg-masc | PARTICLE.maar | PARTICLE.wel | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | CONNECTOR.maar-adversative
940,"Goed, dan heb ik tot slot nog één vraag: hoeveel uur per week ben je beschikbaar?",79,Present tense (most frequent); Wh-question (information seeking); Informal register (daily conversation); 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Wh-question | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.nog | CONNECTOR.Addition-adverbial | DISCOURSE.Informal-register
231,"Zeg gewoon 'nee' tegen je vriend, maar leg je reactie wel uit.",78,Present tense (most frequent); Informal register (daily conversation); 2nd person informal (je); Particles (3); Connectors (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | PRONOUN.2sg-informal | PARTICLE.maar | PARTICLE.gewoon | PARTICLE.wel | CONNECTOR.maar-adversative | DISCOURSE.Informal-register | TOPIC.Relationships-family
577,"Jeroen kent een fotograaf die mooie foto's kan maken, maar ik moet hem nog bellen.",78,Present tense (most frequent); Modal verb (2); 1st person singular; Modal + infinitive cluster; Particles (2),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | MODAL.moeten | VERBCLUSTER.modal-inf | NP.Demonstrative | PRONOUN.1sg | PRONOUN.3sg-masc | PRONOUN.Relative-clause | PARTICLE.maar | PARTICLE.nog | MODALITY.Deontic-obligation | MODALITY.Epistemic-kan | CONNECTOR.maar-adversative
419,Moeder Wil jij die vuile borden op het aanrecht even afwassen?,77,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Particles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | VERB.Separable-verb | ARTICLE.Het | PRONOUN.2sg-informal | PARTICLE.even | DISCOURSE.Informal-register
643,"Kapper Met die mooie, dikke krullen van jou kan ik alles doen.",77,Present tense (most frequent); Modal verb (1); Informal register (daily conversation); 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | NP.Demonstrative | PRONOUN.1sg | PRONOUN.2sg-informal | PRONOUN.Indefinite | PRONOUN.Relative-clause | MODALITY.Epistemic-kan | DISCOURSE.Informal-register
232,Vertel hem dat je niet van honden houdt.,76,Present tense (most frequent); Negation pattern; Negation: niet; Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.2sg-informal | PRONOUN.3sg-masc | NEGATION.niet | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
288,Omar Hoe graag wil je dat?,76,Present tense (most frequent); Question form (conversation); Modal verb (1); Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.willen | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | DISCOURSE.Indirect-request
881,"Als je netwerkt, moet je voor nieuwe mensen open staan.",76,Present tense (most frequent); Modal verb (1); Informal register (daily conversation); 2nd person informal (je); Modal + infinitive cluster,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | PRONOUN.2sg-informal | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
1132,Je geeft ze twee keer per dag eten en je bent klaar.,76,Perfect tense (exam essential); Informal register (daily conversation); 2nd person informal (je); Topic: Daily-life; Connectors (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | VERB.Separable-verb | PRONOUN.2sg-informal | PRONOUN.3sg-fem | PRONOUN.3pl | CONNECTOR.en-additive | DISCOURSE.Informal-register | TOPIC.Daily-life
50,"Rhana Hm, waarom vind je dat zo leuk?",75,Present tense (most frequent); Wh-question (information seeking); Informal register (daily conversation); Conversation opener; 2nd person informal (je),SENTENCE_TYPE.Wh-question | TENSE.Presens | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
271,"Het gaat niet echt vanzelf, ik heb voor dat diploma hard gewerkt.",75,Perfect tense (exam essential); Negation pattern; Negation: niet; 1st person singular; Topic: Education,SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | NP.Demonstrative | PRONOUN.1sg | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | SYNTAX.Subordinate-clause | TOPIC.Education
839,"Lege batterijen, medicijnen en olie mogen niet in het milieu terechtkomen.",75,Present tense (most frequent); Negation pattern; Modal verb (1); Negation: niet; Modal + infinitive cluster,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.mogen | VERBCLUSTER.modal-inf | ARTICLE.Het | NEGATION.niet | MODALITY.Deontic-permission | CONNECTOR.en-additive | TOPIC.Nature-environment
934,En waarom denk je dat deze baan bij je past?,75,Present tense (most frequent); Wh-question (information seeking); Informal register (daily conversation); 2nd person informal (je); Topic: Work-career,SENTENCE_TYPE.Wh-question | TENSE.Presens | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | TOPIC.Work-career
1247,"Rhana Hm, waarom vind je dat zo leuk?",75,Present tense (most frequent); Wh-question (information seeking); Informal register (daily conversation); Conversation opener; 2nd person informal (je),SENTENCE_TYPE.Wh-question | TENSE.Presens | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
22,Die moet je absoluut zien.,74,Present tense (most frequent); Modal verb (1); Informal register (daily conversation); 2nd person informal (je); Modal + infinitive cluster,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | PRONOUN.2sg-informal | PARTICLE.absoluut | MODALITY.Deontic-obligation | DISCOURSE.Informal-register
233,Dan vraagt hij je de volgende keer ook niet meer.,74,Present tense (most frequent); Negation pattern; Negation: niet; Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.De | NP.Adjective-comparative | PRONOUN.2sg-informal | PRONOUN.3sg-masc | NEGATION.niet | DISCOURSE.Informal-register
428,"We hebben echt geen afwasmachine nodig, dat is ook niet zo goed voor het milieu.",74,Perfect tense (exam essential); Negation pattern; Negation: niet; Negation: geen; Particles (1),SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | ARTICLE.Het | NP.Demonstrative | PRONOUN.Relative-clause | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | NEGATION.geen | SYNTAX.Subordinate-clause | TOPIC.Nature-environment | TOPIC.Housing-living
605,Wanneer ben je hier voor het laatst geweest?,74,Perfect tense (exam essential); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Articles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Perfectum | ARTICLE.Het | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
952,Na het overleg zullen we je mailen.,74,Future tense; Modal verb (1); Informal register (daily conversation); 2nd person informal (je); Modal + infinitive cluster,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-zullen | MODAL.zullen | VERBCLUSTER.modal-inf | ARTICLE.Het | PRONOUN.2sg-informal | PRONOUN.1pl | DISCOURSE.Informal-register
1219,Die moet je absoluut zien.,74,Present tense (most frequent); Modal verb (1); Informal register (daily conversation); 2nd person informal (je); Modal + infinitive cluster,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | PRONOUN.2sg-informal | PARTICLE.absoluut | MODALITY.Deontic-obligation | DISCOURSE.Informal-register
59,Maar wat doe jij dan als je vrij bent?,73,Present tense (most frequent); Wh-question (information seeking); Informal register (daily conversation); 2nd person informal (je); Connectors (1),SENTENCE_TYPE.Wh-question | TENSE.Presens | PRONOUN.2sg-informal | DEGREE.Moderate-intensifier | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register
230,Hij is één van mijn beste vrienden en ik wil geen ruzie met hem.,73,Perfect tense (exam essential); Negation pattern; Modal verb (1); Negation: geen; 1st person singular,SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | MODAL.willen | NP.Adjective-superlative | PRONOUN.1sg | PRONOUN.3sg-masc | NEGATION.geen | CONNECTOR.en-additive
263,En zo kan ik nog wel even doorgaan.,73,Present tense (most frequent); Modal verb (1); 1st person singular; Modal + infinitive cluster; Particles (3),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.1sg | PARTICLE.even | PARTICLE.wel | PARTICLE.nog | MODALITY.Epistemic-kan | SYNTAX.Inversion-V2
596,Sinds wanneer heb je een baard?,73,Present tense (most frequent); Wh-question (information seeking); Informal register (daily conversation); 2nd person informal (je); Connectors (1),SENTENCE_TYPE.Wh-question | TENSE.Presens | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register
920,"Aha, dus je moest daar ook met klanten werken.",73,Present tense (most frequent); Modal verb (1); Informal register (daily conversation); Conversation opener; 2nd person informal (je),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | PRONOUN.2sg-informal | MODALITY.Deontic-obligation | CONNECTOR.dus-consecutive | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
965,Je hebt goede vaardigheden op de computer. ⚫ Je hebt minimaal één jaar werkervaring als receptionist in een hotel.,73,Present tense (most frequent); Informal register (daily conversation); 2nd person informal (je); Topic: Work-career; Connectors (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register | TOPIC.Work-career | TOPIC.Travel-leisure
980,Voor meer informatie kun je contact opnemen met de afdeling personeelszaken via het formulier op onze website of via 020-8510 2407.,73,Present tense (most frequent); Informal register (daily conversation); 2nd person informal (je); Connectors (1); Articles (2),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | ARTICLE.Het | NP.Adjective-comparative | PRONOUN.2sg-informal | PRONOUN.1pl | CONNECTOR.of-alternative | DISCOURSE.Informal-register
1256,Maar wat doe jij dan als je vrij bent?,73,Present tense (most frequent); Wh-question (information seeking); Informal register (daily conversation); 2nd person informal (je); Connectors (1),SENTENCE_TYPE.Wh-question | TENSE.Presens | PRONOUN.2sg-informal | DEGREE.Moderate-intensifier | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register
284,"Het Arabisch heeft bijvoorbeeld maar één lidwoord en niet drie, zoals het Nederlands.",72,Present tense (most frequent); Negation pattern; Negation: niet; Topic: Education; Particles (1),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | PARTICLE.maar | NEGATION.niet | CONNECTOR.en-additive | CONNECTOR.maar-adversative | TOPIC.Education
553,Is je trouwjurk bijvoorbeeld al klaar?,72,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Particles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | VERB.Separable-verb | PRONOUN.2sg-informal | PARTICLE.al | DISCOURSE.Informal-register
