id,sentence,score,learning_value,tags
728,Dat houd ik echt niet vol!,72,Present tense (most frequent); Negation pattern; Negation: niet; 1st person singular; Particles (1),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | VERB.Separable-verb | PRONOUN.1sg | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | SYNTAX.Subordinate-clause
903,"Zo, kon je het makkelijk vinden?",72,Past tense (storytelling); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Articles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | ARTICLE.Het | PRONOUN.2sg-informal | SYNTAX.Inversion-V2 | DISCOURSE.Informal-register
132,"Ik ben zelfstandig, maar ik kan ook goed samenwerken.",71,Present tense (most frequent); Modal verb (1); 1st person singular; Modal + infinitive cluster; Particles (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | VERB.Separable-verb | PRONOUN.1sg | PARTICLE.maar | MODALITY.Epistemic-kan | CONNECTOR.maar-adversative
239,"Je moet niet liegen, dat is niet goed voor jullie vriendschap.",71,Present tense (most frequent); Negation pattern; Modal verb (1); Negation: niet; Modal + infinitive cluster,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | NP.Demonstrative | PRONOUN.2pl | PRONOUN.Relative-clause | NEGATION.niet | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause
285,Maar nu klink ik zo negatief en dat is niet mijn bedoeling.,71,Present tense (most frequent); Negation pattern; Negation: niet; 1st person singular; Connectors (1),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | PRONOUN.Relative-clause | NEGATION.niet | SYNTAX.Subordinate-clause | SYNTAX.Inversion-V2 | CONNECTOR.en-additive | INFSTR.Topicalization-fronting
500,"Sidra Ah, maar je komt wel, hè?",71,Present tense (most frequent); Informal register (daily conversation); Conversation opener; 2nd person informal (je); Particles (2),SENTENCE_TYPE.Tag-question | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.maar | PARTICLE.hè-tag | CONNECTOR.maar-adversative | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
554,"Mirjam Ja, maar het pak voor Jeroen nog niet.",71,Present tense (most frequent); Negation pattern; Negation: niet; Conversation opener; Particles (2),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | PARTICLE.maar | PARTICLE.nog | NEGATION.niet | CONNECTOR.maar-adversative | DISCOURSE.Backchannel-opener
586,"O ja, mama, waar moeten opa en oma na de bruiloft slapen?",71,Present tense (most frequent); Wh-question (information seeking); Modal verb (1); Modal + infinitive cluster; Connectors (1),SENTENCE_TYPE.Wh-question | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | ARTICLE.De | PRONOUN.Relative-clause | MODALITY.Deontic-obligation | CONNECTOR.en-additive | TOPIC.Relationships-family
390,Mag ik je föhn even lenen?,70,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.even | DISCOURSE.Informal-register
488,"Sidra Ah, heb jij nog iets leuks meegemaakt?",70,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); Conversation opener; 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PRONOUN.Indefinite | PARTICLE.nog | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
712,Kun je even met me meedenken?,70,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.even | DISCOURSE.Informal-register
913,"Mevrouw Driesen Murat Mevrouw Driesen Murat Oké, wat waren je taken toen?",70,Past tense (storytelling); Wh-question (information seeking); Informal register (daily conversation); 2nd person informal (je); Topic: Work-career,SENTENCE_TYPE.Wh-question | TENSE.Imperfectum | NP.Noun-compound | PRONOUN.2sg-informal | PRONOUN.Relative-clause | DISCOURSE.Informal-register | TOPIC.Work-career
921,En kun je iets meer over jezelf vertellen?,70,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Complex sentence (8+ features),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | VERB.Reflexive | NP.Adjective-comparative | PRONOUN.2sg-informal | PRONOUN.Indefinite | DISCOURSE.Informal-register | DISCOURSE.Indirect-request
723,En daarna weet ik het niet meer.,69,Present tense (most frequent); Negation pattern; Negation: niet; 1st person singular; Connectors (1),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | NP.Adjective-comparative | PRONOUN.1sg | NEGATION.niet | SYNTAX.Inversion-V2 | CONNECTOR.Temporal-sequence | INFSTR.Topicalization-fronting
780,"Veel studieplekken hebben een stopcontact, zodat u uw laptop of telefoon kunt opladen.",69,Present tense (most frequent); Modal verb (1); 2nd person formal (U); Connectors (2); Complex sentence (8+ features),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | PRONOUN.2sg-formal-u | MODALITY.Epistemic-kan | SYNTAX.Subordinate-clause | CONNECTOR.of-alternative | CONNECTOR.zodat-result
918,"Ik moest ze helpen, als ze iets niet konden vinden.",69,Past tense (storytelling); Negation pattern; Modal verb (1); Negation: niet; Connectors (1),SENTENCE_TYPE.Negative-declarative | TENSE.Imperfectum | MODAL.moeten | PRONOUN.3sg-fem | PRONOUN.3pl | PRONOUN.Indefinite | NEGATION.niet | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional
1121,"Mario Hm, ik weet het niet hoor.",68,Present tense (most frequent); Negation pattern; Negation: niet; Conversation opener; 1st person singular,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.1sg | PARTICLE.hoor | NEGATION.niet | MODALITY.Epistemic-stance | DISCOURSE.Backchannel-opener | DISCOURSE.Epistemic-stance
219,Doen zij wel eens iets voor jou?,67,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Particles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PRONOUN.3sg-fem | PRONOUN.Indefinite | PARTICLE.eens | INFSTR.Contrastive-focus | DISCOURSE.Informal-register
412,"Stefan Ja maar mam, ik heb haast en ik moet mijn tanden nog poetsen.",67,Present tense (most frequent); Modal verb (1); 1st person singular; Modal + infinitive cluster; Particles (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | PRONOUN.1sg | PARTICLE.nog | MODALITY.Deontic-obligation | CONNECTOR.en-additive | CONNECTOR.maar-adversative
591,En heb je eigenlijk al een bruidsboeket uitgezocht?,67,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Particles (2),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.eigenlijk | PARTICLE.al | DISCOURSE.Informal-register
671,Dat laat ik je straks wel zien.,67,Present tense (most frequent); Informal register (daily conversation); 1st person singular; 2nd person informal (je); Particles (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Causative-laten | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.wel | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
730,"Mark Rustig maar, dat hoeft ook niet.",67,Present tense (most frequent); Negation pattern; Modal verb (1); Negation: niet; Connectors (1),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.hoeven-neg | NP.Demonstrative | NEGATION.niet | NEGATION.hoeven-neg | SYNTAX.Subordinate-clause | CONNECTOR.maar-adversative
878,Hoe moet ik dat aanpakken?,67,Present tense (most frequent); Question form (conversation); Modal verb (1); 1st person singular; Modal + infinitive cluster,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | PRONOUN.1sg | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause
235,Zeg bijvoorbeeld dat je naar je schoonouders moet.,66,Present tense (most frequent); Modal verb (1); Informal register (daily conversation); 2nd person informal (je); Complex sentence (8+ features),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | NP.Demonstrative | PRONOUN.2sg-informal | PRONOUN.Relative-clause | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
530,"Ik mis hem wel, maar ik ben niet heel verdrietig.",66,Present tense (most frequent); Negation pattern; Negation: niet; 1st person singular; Particles (2),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.3sg-masc | PARTICLE.maar | PARTICLE.wel | DEGREE.Intensifier | NEGATION.niet | CONNECTOR.maar-adversative
640,Wat wil je?,66,Present tense (most frequent); Question form (conversation); Modal verb (1); Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.willen | PRONOUN.2sg-informal | DISCOURSE.Informal-register | DISCOURSE.Indirect-request
464,"Rafael Ha Sidra, kun je me horen?",65,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | DISCOURSE.Informal-register | DISCOURSE.Indirect-request
544,Kun je me je telefoonnummer sturen?,65,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | NP.Noun-compound | PRONOUN.1sg | PRONOUN.2sg-informal | DISCOURSE.Informal-register
848,Wilt u dat de gemeente het grofvuil ophaalt?,65,Present tense (most frequent); Question form (conversation); 2nd person formal (U); Articles (2); Moderate complexity,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.De | ARTICLE.Het | PRONOUN.2sg-formal-u | SYNTAX.Subordinate-clause | TOPIC.Housing-living
868,"Diana Ja, het woord 'netwerk' hoor je tegenwoordig vaak.",65,Present tense (most frequent); Informal register (daily conversation); Conversation opener; 2nd person informal (je); Particles (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Noun-compound | PRONOUN.2sg-informal | PARTICLE.hoor | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
624,Weet je het zeker?,64,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Particles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | PRONOUN.2sg-informal | PARTICLE.zeker | DISCOURSE.Informal-register
635,Ik laat je straks ook zien hoe je het moet föhnen.,64,Present tense (most frequent); Modal verb (1); Informal register (daily conversation); 2nd person informal (je); Articles (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERB.Causative-laten | ARTICLE.Het | PRONOUN.2sg-informal | MODALITY.Deontic-obligation | DISCOURSE.Informal-register
884,Of naar mensen die je lang niet hebt gezien.,64,Present tense (most frequent); Negation pattern; Negation: niet; Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.2sg-informal | NEGATION.niet | DISCOURSE.Informal-register
957,En ben jij bereid om hard te werken?,64,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Te-infinitive (purpose/goal),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | VERBCLUSTER.te-inf | PRONOUN.2sg-informal | DISCOURSE.Informal-register
163,"Petra Ja, dat gaat dus niet.",63,Present tense (most frequent); Negation pattern; Negation: niet; Conversation opener; Connectors (1),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.Relative-clause | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.dus-consecutive | DISCOURSE.Backchannel-opener
682,"Ik deed judo en later een teamsport, volleybal.' Wat bedoel je met 'later'?",63,Past tense (storytelling); Wh-question (information seeking); Informal register (daily conversation); 2nd person informal (je); Connectors (1),SENTENCE_TYPE.Wh-question | TENSE.Imperfectum | PRONOUN.2sg-informal | CONNECTOR.en-additive | DISCOURSE.Informal-register
829,"Bewoners moeten hun vuilniszakken, vuilnisbakken of containers dan aan de straat zetten.",63,Past tense (storytelling); Modal verb (1); Modal + infinitive cluster; Topic: Daily-life; Connectors (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | MODAL.moeten | VERBCLUSTER.modal-inf | ARTICLE.De | PRONOUN.3pl | MODALITY.Deontic-obligation | CONNECTOR.of-alternative | TOPIC.Daily-life | TOPIC.Housing-living
888,Ik denk altijd: hoe moet ik zo'n gesprek beginnen?,63,Present tense (most frequent); Wh-question (information seeking); Modal verb (1); 1st person singular; Modal + infinitive cluster,SENTENCE_TYPE.Wh-question | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | NP.Noun-compound | PRONOUN.1sg | MODALITY.Deontic-obligation
43,Abel Maar je kijkt geen series?,62,Present tense (most frequent); Question form (conversation); Negation: geen; Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | NEGATION.geen | DISCOURSE.Informal-register
130,Daarnaast kan ik goed met apparaten werken en ik ben dus erg handig.,62,Present tense (most frequent); Modal verb (1); 1st person singular; Modal + infinitive cluster; Connectors (2),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.1sg | DEGREE.Intensifier | MODALITY.Epistemic-kan | CONNECTOR.en-additive | CONNECTOR.dus-consecutive
153,Petra Hans Petra Kun jij Joris vanmiddag naar het hockeyveld brengen?,62,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Articles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | NP.Noun-compound | PRONOUN.2sg-informal | DISCOURSE.Informal-register
223,Ik heb niet uitgelegd dat ik niet van honden hou.,62,Present tense (most frequent); Negation pattern; Negation: niet; 1st person singular; Moderate complexity,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | VERB.Separable-verb | NP.Demonstrative | PRONOUN.1sg | NEGATION.niet | SYNTAX.Subordinate-clause
405,Heb je hem in de droger gedaan?,62,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Articles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.De | PRONOUN.2sg-informal | PRONOUN.3sg-masc | DISCOURSE.Informal-register
513,"Maar hij heeft een baard, jij niet toch?",62,Present tense (most frequent); Negation: niet; Informal register (daily conversation); 2nd person informal (je); Particles (1),SENTENCE_TYPE.Tag-question | TENSE.Presens | PRONOUN.2sg-informal | PRONOUN.3sg-masc | PARTICLE.toch | NEGATION.niet | INFSTR.Contrastive-focus | DISCOURSE.Informal-register
718,Maar ik weet niet zo goed wat we moeten doen.,62,Present tense (most frequent); Negation pattern; Modal verb (1); Negation: niet; 1st person singular,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.moeten | PRONOUN.1sg | PRONOUN.1pl | PRONOUN.Relative-clause | NEGATION.niet | MODALITY.Deontic-obligation | MODALITY.Epistemic-stance | DISCOURSE.Epistemic-stance
1119,Welke vind jij het leukst?,62,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Articles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | NP.Adjective-superlative | PRONOUN.2sg-informal | DISCOURSE.Informal-register
1240,Abel Maar je kijkt geen series?,62,Present tense (most frequent); Question form (conversation); Negation: geen; Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | NEGATION.geen | DISCOURSE.Informal-register
512,Hij heeft net zulke donkere ogen en bruine krullen als jij.,61,Present tense (most frequent); Informal register (daily conversation); 2nd person informal (je); Connectors (2); Moderate complexity,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | CONNECTOR.en-additive | DISCOURSE.Informal-register
313,Ze mogen trouwens pas een bijbaantje hebben als ze achttien zijn.,60,Present tense (most frequent); Modal verb (1); Modal + infinitive cluster; Particles (1); Connectors (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.mogen | VERBCLUSTER.modal-inf | NP.Diminutive | PRONOUN.3sg-masc | PRONOUN.3pl | PARTICLE.trouwens | MODALITY.Deontic-permission | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional
511,"Ik herkende hem meteen, want hij lijkt nog steeds heel veel op je.",60,Past tense (storytelling); Informal register (daily conversation); 2nd person informal (je); Particles (1); Connectors (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | PRONOUN.2sg-informal | PRONOUN.3sg-masc | PARTICLE.nog | DEGREE.Intensifier | CONNECTOR.want-causal | DISCOURSE.Informal-register
1230,Wat kijk jij meestal?,60,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); Conversation opener; 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
212,Je moet niet zo egoïstisch doen.,59,Present tense (most frequent); Negation pattern; Modal verb (1); Negation: niet; Modal + infinitive cluster,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | NEGATION.niet | MODALITY.Deontic-obligation
251,Maar dat hangt van je moedertaal af.,59,Present tense (most frequent); Informal register (daily conversation); 2nd person informal (je); Moderate complexity; Subordinate clause,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | NP.Demonstrative | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
298,Wat viel je op in de lessen?,59,Past tense (storytelling); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Articles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | ARTICLE.De | PRONOUN.2sg-informal | DISCOURSE.Informal-register
497,Wanneer kom jij op bezoek in Australië?,59,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Subordinate clause,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
599,Ik had geen zin meer om me te scheren.,59,Past tense (storytelling); Negation pattern; Negation: geen; 1st person singular; Te-infinitive (purpose/goal),SENTENCE_TYPE.Negative-declarative | TENSE.Imperfectum | TENSE.Plusquamperfectum | VERBCLUSTER.te-inf | NP.Adjective-comparative | PRONOUN.1sg | NEGATION.geen
919,"Als het erg druk was, moest ik soms ook achter de kassa werken.",59,Past tense (storytelling); Modal verb (1); 1st person singular; Articles (2); Complex sentence (8+ features),SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | MODAL.moeten | ARTICLE.De | ARTICLE.Het | PRONOUN.1sg | DEGREE.Intensifier | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause
962,Je controleert de kamers voordat je ze aan de gasten geeft.,59,Present tense (most frequent); Informal register (daily conversation); 2nd person informal (je); Articles (1); Complex sentence (8+ features),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.2sg-informal | PRONOUN.3sg-fem | PRONOUN.3pl | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
1039,Want je kleren drogen niet zo snel.,59,Present tense (most frequent); Negation pattern; Negation: niet; Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.2sg-informal | NEGATION.niet | DISCOURSE.Informal-register
1147,Die kan niet goed alleen zijn.,59,Present tense (most frequent); Negation pattern; Modal verb (1); Negation: niet; Modal + infinitive cluster,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.3sg-masc | NEGATION.niet | MODALITY.Epistemic-kan
272,"Bas Ja, daarom spreek je ook zo goed, denk ik.",58,Present tense (most frequent); Informal register (daily conversation); Conversation opener; 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
487,"Rafael Pff, je maakt me jaloers!",58,Present tense (most frequent); Informal register (daily conversation); Conversation opener; 1st person singular; 2nd person informal (je),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
944,"En doordeweeks kan ik ook in de avond, als dat nodig is.",58,Present tense (most frequent); Modal verb (1); 1st person singular; Connectors (1); Articles (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | ARTICLE.De | NP.Demonstrative | PRONOUN.1sg | PRONOUN.Relative-clause | MODALITY.Epistemic-kan | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional
261,Hoe gemotiveerd ben je?,57,Perfect tense (exam essential); Question form (conversation); Informal register (daily conversation); 2nd person informal (je),SENTENCE_TYPE.Yes-no-question | TENSE.Perfectum | PRONOUN.2sg-informal | DISCOURSE.Informal-register
304,"Hun uniform viel natuurlijk ook op, omdat Nederlandse leerlingen geen uniform dragen.",57,Past tense (storytelling); Negation pattern; Negation: geen; Particles (1); Connectors (1),SENTENCE_TYPE.Negative-declarative | TENSE.Imperfectum | PARTICLE.natuurlijk | NEGATION.geen | SYNTAX.Subordinate-clause | CONNECTOR.omdat-causal
516,Hoe gaat het nu met je?,57,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Articles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | PRONOUN.2sg-informal | DISCOURSE.Informal-register
563,Ben je niemand vergeten?,57,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Moderate complexity,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PRONOUN.Indefinite | NEGATION.niemand | DISCOURSE.Informal-register
607,Kapper Heb je het druk?,57,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Articles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | PRONOUN.2sg-informal | DISCOURSE.Informal-register
760,Maar wist u dat de Centrale Bibliotheek boeken in verschillende talen heeft?,57,Past tense (storytelling); Question form (conversation); 2nd person formal (U); Articles (1); Subordinate clause,SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | ARTICLE.De | PRONOUN.2sg-formal-u | SYNTAX.Subordinate-clause
859,Wat adviseer je hen dan?,57,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Moderate complexity,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | NP.Adjective-comparative | PRONOUN.2sg-informal | PRONOUN.3pl | DISCOURSE.Informal-register
865,Heb je nog andere tips?,57,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Particles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.nog | DISCOURSE.Informal-register
946,Heb je zelf nog vragen?,57,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Particles (1),SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.nog | DISCOURSE.Informal-register
8,Vind je dat oké?,56,Present tense (most frequent); Question form (conversation); Informal register (daily conversation); 2nd person informal (je); Subordinate clause,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
110,Mensen praten makkelijk over hun gevoel met mij en ik kan goed luisteren.,56,Present tense (most frequent); Modal verb (1); 1st person singular; Modal + infinitive cluster; Connectors (1),SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.1sg | PRONOUN.3pl | MODALITY.Epistemic-kan | CONNECTOR.en-additive
719,Hij houdt namelijk van kunst en ik totaal niet...,56,Present tense (most frequent); Negation pattern; Negation: niet; 1st person singular; Particles (1),SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | PARTICLE.namelijk | NEGATION.niet | CONNECTOR.en-additive
